Zip Code,Age: 20-30,Age: 30-45,Age: 45-60,Age: 60+,Race: White,Race: Black/African American,Race: American Indian and Alaska Native,Race: Asian,Race: Hawaiian and Pacific Islander,Education: Below Middle School,Educatiohn: High School,Education: College,Education: Graduate and Above,"Income: Less than 10,000","Income: Between 10,000 to 19,999","Income: Between 20,000 to 34,999","Income: Between 35,000 to 49,999","Income: Between 50,000 to 74,999","Income: More than 75,000",Employment: Employed,Employment: Unemployed,Employment: Not In Labor Force,Insurance: 2 or More,Insurance: One,Insurance: No,Transportation: Cars,Transportation: Public,Transportation: Motor
33976,3242,3415,2090,1445,8880,3757,0,222,16,397,3673,3114,156,101,193,686,776,797,820,6229,235,3372,1250,9475,3024,5915,9,7
33980,1975,1675,2827,7113,13097,1560,36,171,0,297,4754,6041,1114,335,586,1340,1036,1371,1880,5018,217,8170,4210,9390,1372,4155,16,12
33981,1778,2273,3957,8876,18079,129,18,117,0,261,7302,6924,1177,235,741,1568,1318,2100,2041,7173,471,9160,5896,10155,2869,6027,16,0
33982,598,455,790,2276,4468,37,0,55,0,140,1616,1728,346,144,365,351,295,388,553,1620,76,2295,1877,2190,536,1526,0,0
33983,1753,1528,2833,6283,12339,1299,0,338,0,311,4239,5814,1005,191,520,944,1047,1248,1811,5247,376,6524,3912,9191,1035,4657,14,16
33990,870,2194,1772,3563,9114,400,0,376,0,118,2987,3919,619,209,298,475,457,858,1343,4281,400,3659,2337,6506,1120,3825,2,18
33991,4826,5633,5330,6870,25882,1392,24,252,0,503,8188,9804,1432,440,628,962,1310,1893,3764,13202,711,8281,4550,20762,2818,11798,18,10
33993,3785,4011,5948,8864,23495,1657,50,357,25,253,8185,9972,1616,384,745,1605,1334,2122,4125,11379,465,10595,5897,18048,2363,10023,0,10
33994,1124,1023,1013,907,4015,327,9,69,0,154,966,1190,284,193,115,463,278,295,397,2366,109,1510,695,2660,1577,1921,71,0
34102,1596,1049,2963,8009,13786,982,5,74,0,243,2319,7388,2503,424,681,810,524,765,3844,5605,168,7782,4644,8978,1120,4427,32,0
34103,1038,900,2386,9954,14487,144,21,144,0,207,2771,6703,3304,313,326,733,706,1079,4501,4461,190,9570,6169,7840,1023,3309,26,24
34104,4127,3183,3904,10055,21956,902,0,707,0,526,6466,8408,1850,440,768,2053,1550,1964,3203,10253,354,10434,6649,12662,3993,9051,84,4
34105,1336,1684,2083,6028,11230,620,7,557,0,58,1940,5937,1921,259,355,656,722,812,2988,5162,309,5505,3646,7881,1062,4204,0,6
34108,1033,1276,1605,4803,8931,83,183,152,0,211,2355,3527,1688,237,297,502,600,691,2090,3908,144,4604,3001,5276,1251,3231,57,0
34109,3249,4262,4386,8434,22622,234,106,547,0,30,4536,10042,2780,454,674,1260,1830,1716,4640,11227,343,8565,5263,17026,1890,9593,0,44
34110,3614,4114,5435,11531,26333,712,14,205,0,435,5428,11521,3651,472,645,1470,1089,2087,5742,12342,283,11733,6706,17491,3725,10072,183,15
34112,2344,2891,3484,8669,17267,1944,20,140,21,300,5905,6962,1542,264,871,1836,1394,1919,2778,8199,341,8665,5593,10712,3457,7192,140,8
34113,1413,1143,1982,7163,11369,1044,0,91,0,100,3445,5232,1658,226,338,870,918,1195,2258,4687,136,6797,4345,6440,1658,4078,21,10
34114,4631,3693,4464,9568,21252,3941,0,111,0,980,5972,7886,1715,414,711,1623,1848,2043,3486,10804,520,10875,5645,16371,4277,9545,223,27
34116,7328,7335,7000,4642,24901,5119,128,201,0,883,6787,5903,682,368,784,1600,1497,1949,2349,17686,1161,6663,2537,19345,11444,16436,136,22
34117,6697,6314,6330,7973,31295,1889,32,111,0,560,8810,11164,2617,35,472,645,960,2257,5657,16372,705,9641,5075,24459,4652,14788,39,57
34119,4400,4700,7212,18602,37677,817,0,611,0,212,7742,17429,6175,633,675,1198,1666,2930,9863,15393,490,18707,11243,25969,2618,12806,28,0
34120,2589,3563,4273,4339,15758,739,0,294,0,92,4976,5919,1618,64,225,549,738,1678,2456,9017,259,5230,2828,12056,2960,7894,0,0
34133,988,910,718,2415,4605,280,0,0,0,149,1309,2579,550,104,179,365,367,538,1050,2710,228,2085,1273,3654,596,2568,12,0
34134,730,926,1809,10696,13909,378,8,171,0,181,2990,6916,3262,286,484,843,859,1272,3988,3566,187,10366,6718,6848,1068,2625,0,0
34135,3787,3579,3779,7796,19279,415,0,222,0,552,4543,6574,2058,260,548,1346,1318,1710,2710,9111,414,9165,5617,12172,4165,7023,108,29
34139,1157,1363,1404,4478,8824,615,0,123,0,17,2731,3665,809,241,172,632,481,895,1444,3532,123,4696,2801,5239,1632,2600,0,0
34140,531,507,1277,2637,5481,1,0,188,0,60,1237,2760,515,126,200,297,206,543,1070,2151,48,2717,1648,3214,808,1801,0,0
34142,7688,6894,5304,3664,22182,5995,1017,152,0,1776,6525,2907,271,670,1414,1990,861,1256,1166,13595,1824,7621,1783,15441,14284,9434,2570,0
34145,353,303,1291,6696,8540,13,0,85,0,242,1775,4414,1882,294,217,517,433,628,2709,2340,197,6078,4118,4154,511,1482,0,14
34146,428,390,996,1505,3659,0,0,7,0,43,794,1714,245,36,19,210,197,208,749,1961,38,1285,822,2500,354,1489,0,0
34201,842,1013,2266,6535,10848,314,32,171,10,114,2085,5471,2343,156,446,644,834,1161,2350,4170,206,6202,4632,6306,674,3362,0,0
34202,2873,2713,4005,5010,16790,109,0,473,10,65,2617,7758,2558,266,297,661,556,878,3842,8150,444,5809,2988,13785,900,6743,0,16
34203,5520,6310,6795,12036,32479,2649,92,864,29,712,11639,11420,2040,810,1473,2476,2042,2310,4399,14931,1111,14195,8355,22752,5861,13255,11,46
34205,5986,5810,5928,8949,26527,4180,51,334,0,1072,10623,9697,1311,1250,1711,2268,1951,2277,2643,13810,1238,11175,5436,20616,6353,12091,201,55
34206,160,133,266,958,1428,49,0,25,0,12,363,746,304,118,135,208,148,158,277,491,18,980,751,716,87,420,1,0
34207,3611,3100,3770,5392,15923,1782,112,202,41,369,7887,4740,563,510,1284,1759,1512,1683,1072,8346,773,6570,3482,11723,3762,7444,104,0
34208,7332,7092,6565,8133,24975,9654,146,706,0,950,12031,9782,1354,706,1400,2333,1985,2104,3309,15878,930,11833,4714,24452,7799,14323,237,56
34209,3887,3234,5758,11206,24635,859,85,319,50,174,8117,11318,2389,469,857,1931,1616,2321,3940,11339,840,11505,6967,16273,3125,9795,95,51
34210,5244,4534,5237,12556,27236,2431,39,709,0,500,9673,11698,2384,886,1596,2775,2273,2759,3464,12443,878,13974,8487,19620,3275,10823,85,21
34212,4037,4279,7244,9123,27154,516,0,1189,110,226,5034,13768,3112,347,344,842,1043,1557,6698,13432,559,10318,5443,21265,2738,11107,25,5
34217,381,442,1179,3642,5847,20,62,18,0,8,1048,3094,1221,232,242,484,379,480,1360,2208,81,3321,2101,3573,327,1374,45,29
34219,2327,3011,3904,5355,15604,679,30,464,0,112,4515,7030,1424,166,237,717,692,1119,3345,7773,289,6197,3737,12308,1150,6815,40,0
34220,783,569,577,1075,2958,716,20,0,0,83,1530,924,187,120,115,192,155,189,392,1475,273,1230,540,2536,670,1167,16,7
34221,6971,7164,8257,15512,36825,5679,117,590,0,1090,14545,16068,2391,782,1708,2564,2532,3101,5462,17414,1188,18847,10332,28045,5204,15961,119,14
34222,890,856,1471,1398,4775,223,0,158,0,131,1648,2187,189,41,252,152,348,450,828,2808,88,1593,935,4084,452,2368,44,76
34223,1648,1817,3886,14361,22071,266,58,637,16,260,7616,10050,2497,530,1040,2038,1741,2109,3953,6614,476,14566,9754,12114,1602,5527,17,9
34224,1249,864,3006,10139,15739,0,35,147,0,175,6069,6972,1282,368,716,1213,1351,1984,2289,4361,364,10466,6535,8203,1142,3510,0,30
34228,266,272,772,5816,7045,0,4,126,0,86,809,3614,2248,154,198,425,277,495,2286,1635,44,5439,3566,3579,88,940,23,0
34229,699,671,1821,3044,6880,59,0,59,0,91,1297,3001,1434,116,170,330,263,433,1732,2831,108,3225,2223,4369,503,2567,18,0
34231,2458,2874,4444,7177,18020,195,20,284,0,153,5014,8085,2163,423,1030,1297,1293,1753,3127,8884,496,7404,4614,11651,2482,7792,59,20
34232,6105,6334,7381,10370,32430,842,51,869,0,657,9754,13804,2447,727,941,2029,2194,3202,5244,18443,780,10561,6493,23011,5537,16726,79,112
34233,4070,3985,6028,11711,28293,314,0,423,0,219,7503,11778,3903,674,1053,1687,1495,2299,5605,13050,661,11692,7439,19541,2580,11259,128,48
34234,3086,2576,2781,3996,8619,6419,14,88,0,507,5638,3850,612,708,753,1425,787,949,923,5589,567,6011,2434,9620,3132,4638,111,31
34235,2687,2441,2901,7899,16832,527,41,133,0,121,4054,7361,2054,364,490,1015,1646,1553,3019,7749,272,7806,4743,10682,2527,6654,33,38
34236,1310,1856,2367,7095,12235,895,0,100,0,148,2699,6015,2714,439,933,1122,865,788,2766,4513,287,7704,4356,6670,1440,3371,100,23
34237,1608,2385,2292,3611,9693,862,94,110,0,410,2869,3658,658,271,561,1035,847,945,1199,6081,223,3433,2076,6547,2366,5494,94,83
34238,2036,2253,3958,10955,20086,225,181,266,0,202,5075,8999,3412,421,1115,1619,1230,2237,4159,8414,375,10261,7117,11574,2164,7376,1,0
34239,2269,2391,3577,5792,14916,292,31,413,20,426,4316,6124,1720,640,574,1229,871,1230,2689,8050,383,5454,3529,10334,2147,7109,26,31
34240,876,593,1337,3302,6484,15,0,155,0,48,1168,3118,1159,76,177,291,270,494,1605,2617,88,3259,2077,4523,168,2296,0,0
34241,2187,1908,3077,3618,12037,236,20,408,0,147,2805,4909,1595,131,206,391,521,698,2571,6037,158,4424,2202,9271,1388,5514,64,0
34242,600,422,1543,4610,7503,2,16,93,5,78,957,3800,1755,108,251,293,363,473,2372,2802,62,4196,2679,4594,433,1883,9,0
34243,6787,6250,7834,16347,36772,3370,170,1354,0,779,10923,16174,5709,785,1427,2709,2396,3091,6952,18563,831,17565,10541,27146,5045,16382,102,47
34250,478,523,960,2187,3928,469,16,45,0,157,1715,1639,202,39,210,488,327,539,593,1683,169,2263,1544,2722,527,1612,0,0
34251,1314,1864,3120,4912,12754,133,0,204,0,111,3023,5780,1513,176,126,393,342,957,2889,5579,157,5300,2953,9904,578,4802,64,0
34266,4306,4551,4496,5217,18355,2818,39,167,28,1138,9153,3940,553,604,1197,1499,1058,1219,1369,8744,432,9028,3605,13439,3987,7557,484,17
34268,1242,1292,740,1280,4586,890,34,54,14,158,2621,970,133,200,403,509,211,339,320,2173,106,2164,1132,3939,498,2079,6,0
34269,1550,1360,1748,5520,10238,708,13,145,4,223,4526,3797,647,308,349,969,752,996,1284,3805,135,6121,3440,6367,1270,3365,15,2
34275,2527,1926,3989,12528,21376,551,54,266,17,127,6666,10300,2738,481,848,1748,1443,2347,4018,7842,557,12443,7847,13113,1821,6833,36,0
34280,861,843,986,1456,4516,36,0,46,0,121,1231,2026,457,193,91,141,338,525,666,2120,66,1848,1112,3165,432,1723,3,62
34284,137,108,330,1546,1986,15,0,84,37,57,522,861,543,51,67,148,269,253,428,584,8,1529,1049,968,124,441,5,0
34285,1579,1194,3486,14504,20901,208,37,382,0,242,6903,10211,2696,602,1293,1815,1856,2047,3903,6178,458,14061,10019,9674,1562,5311,17,16
34287,2558,2814,4101,11094,20975,1169,33,330,0,556,9729,7925,1417,350,832,1785,1658,2138,2768,7978,486,11969,7645,12624,2836,7303,20,0
34289,6155,6169,7442,9758,31207,3120,0,837,0,688,11507,13476,1251,241,334,1922,1883,3373,5090,16295,579,12346,6747,23895,5543,15186,136,0
34291,1464,1388,1828,2666,7722,810,0,132,0,104,2541,3066,414,99,283,517,528,547,1146,3961,95,3233,1664,5748,1478,3710,0,0
34292,850,795,1189,3522,7305,1,0,44,0,82,1792,3199,1065,98,249,280,458,633,1455,2535,59,3750,2635,4600,223,2264,0,17
34293,2845,2772,4887,14055,25878,65,37,422,11,344,8069,12412,2738,491,976,1793,1785,2631,4679,10040,672,13603,9362,15379,2205,8867,65,31
34420,5147,4275,5528,11682,28711,1588,141,156,0,725,12841,10171,1048,747,1526,2563,2053,2502,3092,11307,1080,13854,8467,19068,4185,10481,0,23
34428,1388,1111,2645,4412,10024,167,9,56,0,146,4107,4329,514,350,392,1146,746,871,1380,4206,252,5042,2997,6396,1299,3751,0,0
34429,1394,1316,2284,4756,10016,321,114,61,0,530,5001,3401,423,538,778,1117,782,767,771,3499,411,5762,3182,6023,1644,3292,17,27
34431,315,378,596,813,2465,2,0,0,0,53,1062,721,198,63,266,219,165,135,221,899,86,1076,483,1570,437,744,0,0
34432,1271,1157,2046,5960,10844,296,9,296,0,364,4466,4230,903,248,569,1210,887,1031,1237,3135,329,6917,4017,6368,1157,2827,0,0
34433,774,942,2090,4943,8891,363,0,294,0,107,2824,4351,881,213,423,536,735,1082,1398,3119,278,5276,3035,6137,575,2634,0,0
34434,1419,1424,1802,2303,7639,483,0,14,0,140,3005,3203,154,182,237,492,719,813,709,3444,306,3145,2286,5332,803,3059,0,0
34436,3132,2307,3530,6004,16279,454,19,367,0,442,7597,5124,594,658,983,1579,1280,1272,1063,5478,549,8726,3552,10842,1442,4863,17,0
34442,1127,1074,1994,6047,10500,246,41,382,0,280,3918,4372,1144,220,728,775,835,801,1609,2985,165,7020,4202,6074,892,2390,0,0
34445,349,437,785,1901,3747,109,33,0,0,46,1975,1168,197,142,468,620,272,332,194,1189,130,2153,1331,2255,343,1027,0,0
34446,1912,2083,3099,7220,15511,74,111,248,0,559,6690,5673,651,585,1121,1403,1108,1584,1315,4870,587,8699,5360,9023,1894,4302,0,17
34447,256,310,610,2444,3729,29,20,0,5,94,1626,1646,116,131,377,331,482,213,520,1079,58,2483,1765,1793,264,990,0,0
34450,2311,2419,3627,7581,16609,604,85,300,0,524,7585,5954,814,706,1043,1626,1482,1297,1670,5957,478,9170,4881,10734,2339,5087,48,42
34452,736,770,1054,2583,5529,360,0,21,0,174,2234,2174,448,157,414,691,515,461,511,2092,122,2904,1729,3871,385,1949,0,0
34461,1411,807,1527,5589,9875,287,17,110,0,156,4020,4267,599,267,523,983,989,810,1088,2901,293,6140,4028,4904,1200,2587,0,0
34464,531,552,685,1607,3587,237,0,117,0,93,1964,1111,34,182,363,596,335,203,170,1236,177,1953,1077,2374,658,1140,36,0
34465,1253,1313,2151,5617,10720,449,0,527,0,396,4745,4127,558,638,815,1057,818,1177,997,3716,486,6028,4024,7134,852,3402,6,15
34470,5400,4218,4719,6038,20045,4406,37,356,0,549,8871,7820,1257,722,1084,1606,1767,1544,2316,10658,1014,8199,4245,19321,2381,9870,80,23
34471,4713,4312,5800,6519,20943,3881,2,802,0,596,7827,9332,2153,1068,922,1648,1444,1835,3060,11113,1065,8797,4413,18118,3432,10123,55,30
34472,4884,4204,4419,6319,18437,4656,31,217,67,645,8813,7906,751,472,1133,1854,1419,1891,1771,9836,1032,8703,4670,17429,2599,8876,113,15
34473,1500,1829,2059,4800,10002,1485,0,177,0,381,4530,4343,420,301,401,1282,875,936,1017,4224,474,5446,2869,7529,1607,3923,16,0
34474,821,841,823,1602,4449,277,0,144,0,80,1578,1957,263,62,266,239,350,442,439,1693,102,2263,864,3309,384,1576,0,0
34475,3618,3576,3583,3978,10832,6801,7,130,0,438,7486,5351,332,1004,1039,1518,992,1003,844,6414,849,7367,2707,10951,3215,5364,53,7
34476,3128,3811,4147,9043,18608,3957,0,556,0,383,8695,8929,810,274,600,1419,1535,2794,2390,9032,701,10075,6702,15509,2086,7747,0,28
34478,557,359,464,850,2425,119,0,0,0,73,1026,722,270,125,138,207,151,160,234,1057,222,880,303,1441,575,835,23,19
34479,2470,2146,1940,2965,9151,2276,23,208,0,182,4365,3853,353,446,760,826,590,756,789,4485,380,4491,2109,7802,1696,4059,66,0
34480,1249,1181,1525,1821,6193,476,0,42,0,31,2192,2489,698,242,334,158,454,381,889,3000,250,2443,1136,5215,579,2902,0,0
34481,3718,4113,6904,20672,34550,1903,67,1260,177,781,13097,17191,2636,796,2172,4138,3158,3797,4700,12269,987,21965,13598,22214,3679,10610,13,0
34482,4301,4391,4742,6309,18755,3953,41,104,0,624,8891,7250,901,570,963,1664,1260,1374,2248,8029,1407,10022,4114,14511,3666,6542,30,46
34484,574,1105,2674,34849,38813,252,0,637,44,172,10021,21400,6985,740,802,2780,3361,4844,8810,5634,144,33247,22769,16235,890,3835,0,0
34488,3342,2994,3964,6586,17148,1365,36,96,0,590,8612,5935,726,596,1143,2068,1414,1577,1574,7718,540,8388,3797,13252,3017,6822,56,17
34491,907,1095,2296,10901,13902,1524,0,403,0,233,6035,6783,1344,584,980,1514,1481,1927,2340,4010,215,10855,7385,7859,887,3529,0,27
34498,350,401,782,1527,3319,65,0,0,0,44,1609,1195,118,224,352,339,219,245,248,1069,142,1823,992,1771,673,871,15,0
34601,2343,2401,3008,5242,14402,1028,0,46,0,387,6182,4889,821,358,652,1062,985,1070,1659,5692,420,6738,2581,10870,2104,5000,7,11
34602,911,983,1745,2342,6435,191,0,71,0,174,2613,2375,450,170,321,530,384,492,1020,3033,136,2763,1339,4681,692,2622,0,0
34603,641,505,506,1538,2658,1003,0,13,0,168,1371,1377,116,185,396,551,271,142,211,1061,71,2021,884,2379,361,911,0,0
34604,893,1506,1071,871,4782,381,0,63,0,140,1876,1952,153,74,83,201,219,373,606,1964,108,2214,749,3315,345,1732,0,23
34605,436,151,565,1314,2447,251,0,0,0,72,1265,909,125,122,189,399,282,156,184,664,110,1684,934,1214,595,612,3,0
34606,2871,2593,3861,10501,20806,627,51,231,0,564,7939,9002,1360,610,1499,1943,1743,2002,2462,6572,463,12678,6873,13405,2356,5642,61,14
34607,1004,863,1895,4639,8399,275,19,60,0,200,3518,3768,540,274,575,743,804,843,1097,3069,186,5046,2896,4938,1123,2645,0,31
34608,6905,6561,7911,10662,32657,2390,154,621,0,1149,13945,13331,1081,1127,1472,2812,2593,3287,3347,15331,1324,14751,6533,25940,5162,14138,80,25
34609,5119,5046,5701,9434,26610,1857,190,705,14,550,9666,11826,1199,660,876,1743,1996,2666,3457,11512,1122,12024,6502,21117,3146,10096,0,105
34610,1614,1599,2766,3735,10836,215,39,85,12,227,4677,3667,565,319,375,605,821,797,1250,4158,458,5035,2333,7365,1707,3625,5,19
34611,1115,1140,1331,2023,6138,219,37,0,0,243,2669,2211,145,207,501,718,537,475,407,2419,131,2971,1649,3855,1187,2255,12,0
34613,3149,2982,3847,8799,20161,565,92,314,0,457,8049,7968,938,610,957,1898,1551,1708,2305,7043,701,10705,6259,12511,2899,6148,16,13
34614,996,1185,1880,2369,6735,166,18,131,11,219,2926,2545,319,193,301,475,611,575,847,3090,216,3061,1478,4848,1239,2643,0,18
34636,438,333,509,960,2638,36,0,0,0,128,1171,737,79,119,134,212,124,226,268,913,61,1198,541,1794,407,834,31,0
34638,4667,5527,5175,4851,20681,1749,156,1021,0,500,6434,9465,1901,388,370,948,691,1354,3855,9998,419,9331,3036,17006,2086,8795,0,0
34639,3645,3985,5516,5010,18274,1284,191,1016,0,254,4873,9842,1879,237,403,786,655,1671,4102,10674,524,6694,3190,17188,1251,9523,0,0
34652,4722,5578,6697,10526,29150,945,97,466,17,777,12165,10931,1297,1211,1932,3075,2466,2260,2865,12649,909,13726,6897,19544,5041,10787,119,85
34653,3690,4131,3911,7380,21523,717,23,84,0,583,7918,8476,685,723,1318,2095,1555,1729,2202,8525,896,9387,4487,15239,3017,7801,103,0
34654,3070,2542,4645,7152,18615,492,71,96,13,505,7311,7537,991,611,892,1434,1341,1552,2338,7392,539,9245,4957,12507,2362,6634,0,28
34655,5453,6741,8449,12753,36387,831,41,918,0,485,10561,16849,2823,571,1128,2511,2283,3391,6446,17555,759,14470,8304,27586,3402,15266,20,36
34656,379,231,612,1623,2839,108,8,36,0,127,1419,989,181,186,285,347,239,158,235,696,66,2053,1093,1525,197,560,0,0
34667,2436,2204,4794,10931,21457,164,127,87,0,529,8769,8774,1324,831,1681,1924,2031,1990,2461,6595,702,12885,7254,12457,2166,5910,11,8
34668,8025,7656,8329,12106,38657,1595,118,792,80,994,16298,14363,1142,1279,2803,4549,3725,2982,2404,16954,1581,17117,7725,28500,7430,15121,53,37
34669,4322,4332,5834,7532,24015,888,217,653,11,534,9576,9154,1091,651,1065,1451,1639,1980,3073,10542,949,10196,4677,18044,3714,9025,142,19
34674,663,593,880,1834,5061,0,19,0,0,48,2181,1502,151,130,334,419,465,371,262,1647,98,2218,965,3447,589,1410,31,48
34677,2651,3121,3945,4888,14959,899,42,868,0,278,4608,7211,1455,211,589,1115,995,1233,2849,8491,593,5418,2904,13021,1258,7309,32,68
34679,539,519,619,614,2533,238,0,26,0,26,967,1133,33,48,84,295,226,195,309,1303,95,874,504,1959,419,1169,0,0
34681,674,580,1617,1881,5143,44,0,65,0,15,1188,2689,539,161,221,449,199,485,1015,2665,144,1885,902,4063,523,2183,11,0
34683,2932,2256,3976,5521,15512,348,0,422,0,244,3719,7779,1388,398,846,1424,1100,1382,2355,7816,374,6279,3226,11552,1950,6714,48,24
34684,5258,4908,7135,13318,31018,1059,151,966,7,165,9196,16011,2395,447,1313,2609,2384,2848,5546,15907,703,13603,7299,24226,2428,14017,17,0
34685,2150,1820,3135,4236,12422,192,53,364,0,141,2317,6263,1541,253,313,829,566,892,2672,6295,305,4591,2635,9782,774,5346,0,0
34688,2661,2614,4546,7109,17210,1337,62,453,12,415,4022,8644,2158,504,880,1045,698,940,3967,8059,634,8097,4082,14757,1247,6789,25,0
34689,3416,3078,4856,8272,20399,1012,32,290,8,625,7030,8404,1738,734,821,1372,1291,1244,2915,9065,708,9508,4420,14258,3561,7534,75,0
34690,555,430,549,576,2393,192,0,62,0,61,1098,635,37,89,230,318,147,187,109,998,48,1021,464,1727,485,921,11,8
34691,3844,4448,5651,7726,23048,1309,39,338,19,580,10324,8361,694,889,1509,2581,2292,2106,1744,9843,969,10633,4957,15791,4786,8274,81,46
34695,536,836,1176,1451,4589,15,0,88,0,14,877,2174,584,92,33,158,136,263,1175,2513,119,1251,759,3718,225,2221,0,10
34698,5509,6058,8902,15898,37444,1399,180,677,69,1066,10947,18160,3825,1278,2445,2757,2629,3032,6161,18407,1035,16482,7973,29167,3508,15933,136,43
34711,15113,18340,16673,16512,64143,10277,262,2358,145,1682,22104,31431,4270,1082,2009,3976,3632,5510,10884,38032,2763,24405,12496,59767,8747,34922,40,0
34714,783,663,968,3260,5194,484,97,438,0,100,1368,3022,730,100,141,400,370,483,1177,2031,12,3456,1988,4354,115,1713,0,20
34715,3642,2754,4141,4653,14156,2282,291,923,0,286,3785,7745,1519,393,382,742,928,1855,2150,8457,304,6097,3154,13155,2071,7553,3,26
34731,948,1329,1503,3226,6729,1058,32,65,0,243,3198,2834,393,306,571,741,629,515,891,3322,126,3487,2095,4868,1035,3058,35,0
34734,869,858,1167,774,3016,799,0,271,7,48,648,1796,500,23,80,138,112,307,886,2546,85,983,502,3475,349,2344,0,0
34736,2333,2527,2711,4912,12283,1612,87,274,0,597,5269,4756,769,267,457,1046,885,1057,1639,6116,422,5769,3281,9859,2074,5589,2,0
34737,183,246,447,686,1792,13,25,0,0,52,575,735,95,41,74,118,99,162,245,762,37,759,376,1289,211,618,0,0
34741,8788,9456,5867,5509,26912,3887,12,1350,8,934,10282,11835,1079,1158,1711,2888,2369,2002,2149,17746,1225,10054,4410,26039,6912,15748,598,30
34743,6148,6148,5386,4413,19568,4152,21,420,27,1135,7956,9279,719,390,630,1534,904,1577,2049,12237,1329,8225,2871,19673,5036,11311,112,24
34744,14368,14609,12654,11712,44700,8039,169,2203,0,1811,18054,20859,2333,1226,2442,3743,4414,3282,4809,31220,2333,19009,9278,44946,11887,28861,297,133
34746,8897,8773,8618,8847,33864,4385,59,1805,0,897,10627,14882,1804,755,1158,2159,1757,3207,3801,20884,1142,12679,5639,30716,7357,18139,272,80
34747,4855,4090,4348,3519,16534,1740,27,502,51,147,3130,8769,2070,419,365,1017,907,1593,3062,10929,567,5089,3111,14568,2396,9514,91,49
34748,2752,2999,3663,12061,19977,4050,46,177,0,312,9491,9102,1616,967,1244,2246,1918,2174,2796,7726,664,12985,7229,15161,2417,6742,172,36
34749,815,898,653,1736,3587,1620,0,54,0,35,2253,1393,127,206,376,340,396,502,333,1580,132,2260,1076,3366,927,1438,0,0
34756,1352,1131,1634,1395,6155,160,20,84,0,81,1530,3116,328,80,149,301,213,394,1139,3279,304,1861,692,5206,830,2968,0,0
34758,7184,7230,5368,5007,20402,4819,40,220,233,947,9340,9378,728,530,782,1118,1168,1665,2536,14471,562,9173,4166,22063,4871,13486,325,22
34759,1910,2755,1817,7522,11759,2490,38,762,0,1040,5029,5209,1497,663,423,846,780,1686,1882,4932,352,8651,4847,10091,2001,4176,31,30
34760,829,1062,916,964,3372,945,0,67,0,75,1030,2025,280,98,155,279,242,271,663,2342,174,1161,547,3517,464,2068,5,0
34761,10497,12833,12845,9169,36413,10705,203,3761,195,1222,10856,20697,5281,950,1168,1813,2701,3044,9019,28055,1740,14820,7087,43444,7028,24405,213,38
34762,562,241,944,5334,6820,242,0,55,0,228,3521,2717,515,170,372,553,635,733,1036,1480,312,5289,3675,2815,691,1262,0,0
34769,4472,4745,5028,5347,20372,1246,282,443,0,565,7990,8602,561,557,860,1363,1164,1580,2485,10736,888,7676,4219,17233,2673,9326,73,19
34771,4280,4367,4105,5100,17611,1069,25,1318,39,1315,5363,7481,884,387,195,646,777,1086,2944,9740,519,7178,3148,16142,2615,9009,5,0
34772,6755,8229,6763,6256,27586,2923,213,684,0,1049,9713,13123,1139,489,709,1265,1531,2063,4313,16275,1042,10126,4207,27656,4445,14602,175,39
34773,1510,1362,1946,1609,7661,246,90,115,0,121,2537,2891,398,96,166,388,390,439,923,3195,185,2951,1472,5978,890,3003,0,0
34785,2013,4518,4181,15298,20709,4703,232,258,0,622,9082,11544,3676,496,734,1222,1309,1990,4162,4226,290,21429,8707,10100,1034,2935,48,10
34786,3878,5952,4962,3128,20005,1264,40,2093,0,229,2096,10011,3089,168,308,210,571,866,5496,11860,319,5256,1943,20558,1729,10328,0,102
34787,4201,5242,4165,4745,15656,3179,62,542,15,510,5542,8185,1454,689,713,1788,1323,1421,2722,11749,640,5713,3150,16103,3590,10802,54,16
34788,2158,2021,3264,6858,15339,737,23,317,0,211,6268,6385,613,348,1046,1608,1128,1333,1765,6095,589,7485,4389,10184,2144,5507,19,68
34946,2001,1802,2293,4080,6359,4761,64,247,0,370,4407,4049,529,537,637,880,745,568,1229,4610,375,5070,2932,7383,1640,4196,23,32
34947,4171,2877,3895,3097,8771,7865,33,310,0,601,6665,3924,455,860,1047,1167,916,831,880,6309,524,6976,2083,10675,3461,5741,0,25
34948,1657,1414,1125,1156,4246,1912,50,23,0,191,2070,1592,94,129,366,515,524,230,446,3306,122,1721,439,4859,1287,2896,12,0
34949,302,468,1447,4972,7170,34,47,98,0,71,1961,3756,1145,215,448,549,457,560,1819,2137,126,4902,2915,4007,501,1753,9,0
34950,1521,918,1435,1515,1749,4706,14,11,0,283,2811,1385,74,812,559,575,225,219,193,2002,327,2975,804,4445,1571,1654,37,0
34951,1548,1352,2011,1589,6176,1191,0,99,0,339,3143,2550,188,185,273,367,469,873,530,3715,370,2340,850,5494,1349,3412,2,18
34952,5252,4624,5854,13264,27697,3343,85,513,0,744,11554,13194,1269,762,1572,3153,2840,2589,3371,13781,979,14023,8465,20081,4045,12238,55,115
34953,15010,16449,16269,17945,58086,18159,214,1775,10,1896,21216,29303,3790,891,1926,3239,3635,6545,10496,38024,2301,24029,11332,58007,12573,34069,103,70
34957,3824,3078,5307,11774,24701,752,68,549,0,365,8305,11496,2414,852,1167,1717,1624,2392,4300,10612,748,12203,7652,16141,2708,8932,21,13
