Zip Code,Age: 20-30,Age: 30-45,Age: 45-60,Age: 60+,Race: White,Race: Black/African American,Race: American Indian and Alaska Native,Race: Asian,Race: Hawaiian and Pacific Islander,Education: Below Middle School,Educatiohn: High School,Education: College,Education: Graduate and Above,"Income: Less than 10,000","Income: Between 10,000 to 19,999","Income: Between 20,000 to 34,999","Income: Between 35,000 to 49,999","Income: Between 50,000 to 74,999","Income: More than 75,000",Employment: Employed,Employment: Unemployed,Employment: Not In Labor Force,Insurance: 2 or More,Insurance: One,Insurance: No,Transportation: Cars,Transportation: Public,Transportation: Motor
),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003,4256,4120,4701,4866,19127,1345,0,744,18,168,4372,10087,1889,125,313,861,1019,1710,4026,10505,932,6141,4215,16446,1568,9215,16,50
32004,725,804,1446,2566,5765,75,100,45,0,29,937,2963,1222,191,210,248,302,557,1432,2894,60,2513,1402,4341,242,2337,0,0
32008,1795,2173,2773,3977,11405,835,32,6,187,827,5367,3216,553,487,810,1013,886,719,980,4028,344,6220,3144,7264,2297,3494,2,0
32009,924,798,917,902,4320,4,0,0,0,58,1818,1467,41,61,41,167,183,310,649,2293,53,1180,548,3391,471,2150,0,0
32011,1478,1329,1739,1744,7228,166,0,12,0,162,2951,2637,253,32,214,278,435,627,1115,3856,135,2190,959,5903,681,3655,0,9
32024,1764,2071,2279,2840,9559,997,0,140,47,259,3897,3998,375,429,420,711,466,808,1192,4503,530,3820,2001,7433,1696,4244,11,0
32025,2241,2253,2146,3780,10140,2260,31,54,0,212,4831,4291,389,430,658,894,696,1142,1244,5185,471,4584,2571,8829,1176,4680,6,20
32033,850,448,1248,1991,4206,695,46,20,0,259,1573,2065,305,109,166,303,317,382,717,2107,292,2104,1494,3005,594,1901,27,0
32034,4445,5015,8207,13834,32467,2451,15,718,0,469,8725,15369,5014,853,924,2157,1795,2510,7439,15836,809,14337,9546,22449,3987,13855,50,28
32038,404,824,671,1313,3786,193,0,0,0,119,1620,1156,184,201,160,363,262,216,351,1344,167,1690,895,2643,512,1260,0,0
32041,1415,1911,1531,1455,7076,626,0,0,0,281,2511,2740,245,129,288,438,250,520,969,3428,321,2379,1116,5613,1031,3184,0,12
32043,8456,8385,10038,10287,38426,3478,130,594,37,1050,14812,16036,1738,1095,1520,2384,1968,3460,6105,19088,1576,15033,8468,30244,5290,17374,36,17
32044,981,1123,1574,2138,6634,141,0,148,0,240,2513,2366,355,170,237,389,469,626,911,2828,154,2786,1486,4698,775,2613,7,0
32046,2695,2808,3244,3520,13804,769,259,33,0,421,6704,4198,282,383,488,840,610,1351,1739,6459,350,5306,2365,10584,1930,5814,5,3
32050,841,766,1268,1365,5312,0,12,0,12,111,2494,1257,105,253,89,297,136,537,500,2093,156,1935,1038,3198,1250,2007,0,19
32053,714,611,939,1090,3201,693,71,22,0,144,1737,1076,46,143,309,358,162,166,429,1283,179,1808,829,2874,595,1063,6,0
32054,2486,2416,2308,2357,8841,2270,80,29,4,453,4982,3306,195,362,431,574,507,691,754,3201,310,5910,1547,5670,965,2813,63,0
32055,4378,3380,3746,3824,11909,4735,125,145,13,821,7477,5662,389,285,662,1039,896,1030,1469,5896,637,8605,3260,8840,1975,5358,2,0
32056,1453,1608,1363,1728,5784,1340,0,245,0,161,1707,3106,498,159,522,549,504,623,870,3502,118,2362,1403,4998,1073,3210,0,0
32058,575,861,958,887,2388,1065,31,56,0,208,1833,1042,41,47,51,155,79,105,136,523,46,2692,234,1064,244,479,0,0
32059,789,990,1157,1883,4065,1411,67,0,2,181,2200,1984,129,284,512,320,434,328,601,2226,100,2418,1318,3541,933,2040,0,0
32060,1435,1346,1294,3147,8080,558,0,16,0,226,3810,2367,200,294,383,785,427,703,552,3073,181,3938,2288,5441,919,2773,0,0
32061,1049,571,1369,1498,4846,322,0,0,0,261,1914,1970,136,290,193,356,441,339,519,2002,312,2173,1174,3646,561,1802,0,30
32062,2993,2996,3552,4328,14880,980,66,35,32,603,7346,4579,519,478,622,976,828,1030,1505,5907,336,7471,3983,9450,2142,5323,0,0
32063,1281,1415,1626,1299,5699,1158,31,124,0,251,2578,2116,308,312,141,236,229,544,905,2753,201,2556,1020,5062,775,2487,0,0
32064,2364,1991,2525,2733,9270,2537,0,0,0,134,4034,3837,388,332,679,606,680,583,1128,4923,661,4001,2021,7736,2029,4333,0,0
32065,7942,8838,8165,6325,28120,6617,26,1886,0,459,10427,15330,2053,673,723,1431,1595,2780,6081,19307,1490,9457,6772,28144,4267,17900,21,31
32066,686,736,609,369,2074,609,13,0,0,120,1525,524,38,15,43,40,126,54,116,493,71,1836,224,928,182,465,4,0
32068,7769,8703,10614,7851,34994,4492,20,1347,0,676,11818,16767,2468,428,684,1793,1619,2987,6928,20058,1406,12076,10105,30310,3174,17172,34,114
32073,10316,8500,8655,10595,32814,8200,5,1985,33,602,13181,19199,2073,738,1446,2941,2699,3989,5740,21102,1872,14105,8161,32652,5101,19693,12,96
32080,2679,2747,4162,9010,19893,52,0,55,16,201,4214,9773,3394,482,646,1085,1092,1397,4265,8221,372,9729,5989,12658,1864,6459,9,67
32082,3407,3266,6287,6843,22032,498,39,853,31,100,2726,11312,3865,289,296,710,746,1328,5945,11006,542,7814,4359,18486,969,9134,0,19
32084,8513,6978,8019,9206,29725,5584,167,500,9,844,11611,15587,2571,1128,1186,2623,1969,2581,4832,18189,1176,13009,6476,25448,5324,14972,90,185
32086,6156,5948,7614,12196,33030,1971,282,796,0,707,10273,16640,2570,863,1015,2016,2563,3188,4581,16755,677,14041,7897,24230,4273,15037,3,50
32087,3275,2652,2429,2508,10763,2118,0,82,9,303,6238,3504,212,185,316,797,560,747,1320,4974,315,5280,1840,8729,1295,4418,0,0
32091,4167,4373,3706,4700,14693,5215,104,10,0,947,9345,5454,303,913,965,879,749,1352,1514,6639,442,9663,3273,11467,2134,6178,53,21
32092,608,414,680,762,2704,29,0,7,0,77,1138,1007,155,36,100,112,163,261,353,1374,74,1008,511,1706,540,1225,0,0
32094,755,697,958,1043,3568,431,55,21,0,42,1416,1529,267,126,157,325,242,224,560,1688,186,1540,993,2852,378,1523,0,0
32095,4688,6489,5893,6472,27472,1270,126,805,0,204,6092,12309,3247,293,486,1142,1689,1899,5251,13205,692,8730,5353,20948,3387,11458,31,77
32096,4001,4544,4747,5006,13259,7921,21,28,0,930,9536,6047,675,989,911,1363,1395,1611,1103,7134,882,10055,3342,12787,2420,6364,1,52
32097,2000,2292,1653,1579,8166,870,0,58,0,184,2694,3615,492,94,116,375,447,646,1768,4530,126,2452,1556,6746,691,4352,0,0
32102,534,534,708,840,2691,30,0,19,0,62,1145,946,73,85,139,302,137,193,268,1313,12,1271,494,1948,953,1122,12,0
32110,1558,1501,1559,1351,5685,877,16,96,0,109,2621,2235,244,48,265,450,296,331,1010,3711,187,1918,1078,4995,1303,3469,0,0
32112,1540,1266,1088,3001,6925,1287,63,95,0,357,3505,2070,258,482,653,869,506,554,428,2652,347,3798,2146,5088,1381,2349,46,0
32113,1055,1149,1501,1795,6423,34,0,43,0,249,3357,1382,198,258,387,639,329,334,465,2077,244,3028,1153,4079,1328,1678,0,0
32114,7030,4166,4420,6439,11780,12643,26,557,15,680,8049,10216,1026,2232,2104,2616,1571,1503,1349,10193,951,10639,4243,16987,4305,8651,642,6
32115,1432,272,329,482,826,1765,32,5,0,79,580,1674,89,125,265,124,51,110,39,676,93,1737,249,2020,407,556,19,0
32117,4832,4135,4424,6451,12362,9865,30,431,7,701,9111,7778,623,1075,1578,2249,1769,1541,1200,9454,716,9225,4327,15241,4070,8156,395,52
32118,1657,1502,2741,3625,9616,278,8,199,101,96,3239,4764,938,512,594,1186,865,850,1277,4663,232,4559,1846,6928,1868,3279,99,7
32119,3450,2097,3332,5461,13783,1453,73,375,7,191,5675,6769,755,624,842,1667,1247,1294,1672,7013,396,6806,3508,10609,1905,6548,24,70
32121,774,933,624,810,2232,1235,26,20,0,74,1386,1258,192,152,287,530,301,185,216,1519,139,1467,646,2287,846,1192,12,0
32122,390,845,969,1142,3199,464,8,68,0,123,1510,1324,193,221,173,456,222,267,370,1437,151,1758,857,2276,738,1293,0,0
32124,548,680,651,974,2575,362,0,279,0,47,590,1332,492,81,80,145,53,373,595,1588,103,1063,504,2544,451,1348,0,10
32127,3743,3484,6546,11730,26664,728,91,578,0,519,8262,12650,2645,761,1113,2234,1838,2135,4480,11953,480,12840,7383,18634,2666,10625,95,27
32128,1106,1324,1417,3025,6966,259,166,281,0,129,2306,3059,832,232,171,582,354,510,1350,3251,155,3331,2023,5282,552,2877,0,35
32129,6502,4926,5737,9632,26651,1674,260,991,15,521,10490,12701,1204,1170,1743,2529,2130,2702,3060,13731,911,11872,6586,19834,4057,12135,134,63
32130,583,812,911,1020,3725,122,0,40,0,86,1302,1584,102,46,98,359,244,371,376,1934,32,1344,742,2686,564,1736,0,0
32131,725,863,834,1279,3149,971,0,49,0,104,1866,1139,260,119,233,324,164,277,481,1471,115,2020,821,2305,520,1373,11,0
32132,2072,1969,3200,4459,12733,280,158,50,0,218,5323,5032,525,351,656,1078,833,1313,1309,5994,308,5237,2937,9068,1654,5217,6,8
32133,787,893,1246,1585,4470,769,0,0,0,166,2412,1718,116,201,198,603,185,559,404,2587,27,1897,902,3444,1129,2248,0,0
32134,729,703,1549,2731,6363,51,26,61,0,175,3205,1796,165,272,464,651,539,471,504,2179,266,3238,1655,3809,1133,1896,0,0
32135,907,756,1203,1733,4395,790,0,167,0,145,1883,1864,185,88,158,460,382,529,347,2035,132,2314,1369,3564,648,1807,11,7
32136,1142,1673,2791,7921,14325,334,0,177,0,104,3800,7031,2066,371,572,861,929,1351,2804,5005,266,8187,4423,9418,1099,3911,2,26
32137,5930,5761,8085,15368,32980,4508,146,1690,0,834,13562,15346,2281,766,1173,2012,2412,3597,4816,15299,882,18407,10558,25452,4850,14161,7,0
32140,1117,1324,2140,2600,8338,222,49,15,0,310,4077,2289,185,510,462,883,589,414,643,2571,402,4060,2114,5466,1276,2373,0,5
32141,2024,1812,3204,6067,13563,404,181,247,0,419,5996,5302,740,384,798,1199,1025,1081,1641,5469,205,7323,3741,9361,1879,4666,7,36
32145,910,535,1515,1136,4402,216,0,0,0,105,2370,1279,36,191,232,372,264,228,412,1899,142,2020,750,2822,1155,1763,9,43
32148,2420,1920,3229,3718,11744,1178,0,49,0,526,5803,3704,679,455,851,1013,866,797,924,4714,675,5769,2991,7865,2476,4201,17,52
32159,2059,2181,3866,14747,22997,728,105,366,19,247,9264,10059,2245,548,1559,2615,2248,2613,2979,7275,286,15080,9928,13014,1917,6163,0,8
32162,285,435,1265,13134,15331,122,0,71,0,292,5126,7671,1681,246,662,1739,1258,2018,2445,3049,72,11998,9232,5896,471,2017,0,0
32163,1517,1170,1850,4864,9472,792,45,62,0,151,4312,4032,710,211,705,1086,794,856,1169,3846,420,5096,2718,6716,1159,3434,1,16
32164,4469,5036,5466,10723,23684,4581,5,543,14,568,9856,11559,2090,648,1225,2023,1723,2606,3227,11839,726,12793,6903,18892,4294,10702,125,135
32168,4884,5407,7516,13280,31881,2655,167,433,8,519,9733,15802,2868,798,1550,2071,2253,2654,5872,14967,568,15143,8941,23218,3574,12586,74,95
32169,825,960,2073,5227,9513,27,40,46,0,94,2036,5190,1493,163,293,753,744,733,2303,3813,50,5195,2947,5801,824,2829,6,30
32173,1506,1368,1150,3186,6568,701,0,191,0,60,3318,2925,390,209,454,831,632,587,888,3487,141,3559,1938,4978,1052,3173,36,22
32174,6570,6432,8890,15290,39083,1724,86,855,3,491,12232,18387,3483,842,1567,2927,2476,3360,6389,17548,1129,18050,9249,27097,4299,15091,10,143
32176,2167,1932,4034,7689,16245,294,105,200,0,322,4702,7870,1974,780,900,1717,1173,1409,2516,6722,428,8522,4685,10697,1869,5598,106,18
32177,3533,3377,3583,4636,11625,6603,82,147,8,748,8178,4981,456,904,1585,1581,999,1028,1235,7049,953,6861,3490,12125,3152,6388,41,49
32179,835,605,1289,4359,7059,151,205,0,0,139,3156,2979,456,230,260,698,573,655,1142,2170,113,4724,2645,4369,634,1971,44,0
32181,749,551,548,1348,3831,28,18,29,0,290,1456,703,17,106,222,326,337,319,115,1075,51,2041,993,2260,694,1019,0,0
32187,689,533,1071,1590,3682,625,0,0,0,107,1762,1696,25,233,208,379,361,218,392,1557,206,2062,1104,2803,553,1463,0,15
32189,433,474,607,1170,2762,311,0,0,0,141,1182,1125,71,139,213,241,275,257,258,1012,72,1561,829,2008,381,934,2,0
32202,1041,793,935,705,1279,2708,36,65,0,206,1460,1326,177,271,257,325,267,167,352,1859,234,1315,553,2951,692,1531,153,3
32204,4043,2247,1977,3436,7124,4960,154,160,0,486,3682,5434,1473,782,661,1233,844,1115,1736,6759,349,4330,2616,8834,1129,5836,229,0
32205,3843,4064,3622,3468,13043,3545,39,232,0,286,4638,7843,1437,716,1178,1351,1366,1499,2372,9575,726,4434,2722,12604,2220,8327,120,64
32206,4494,3891,4507,4077,4354,14942,17,302,0,975,8979,5288,697,1644,1587,1403,1002,970,803,6398,879,9518,3592,10993,2929,4973,489,5
32207,7391,6849,7088,6763,24296,6630,120,3057,4,686,7573,12199,2532,1201,1486,2127,2370,2141,4693,17095,1139,9463,4583,24862,6064,14979,269,0
32208,6273,4934,6351,8020,4822,26225,102,74,0,781,12731,9710,633,1612,2159,2366,1932,2308,1764,11835,2041,11205,6473,21702,3667,10458,561,0
32209,5302,4680,4850,5111,2252,22933,66,120,12,787,11399,6063,462,2147,1789,2366,1430,1134,1062,9547,1378,8720,4626,17824,3676,7708,900,19
32210,16679,17396,16656,13904,42608,32712,451,3235,31,1944,26370,27467,2765,2799,3306,5670,4897,6282,7699,37806,3337,22245,13644,58582,11337,33611,979,0
32211,6624,6934,6851,6578,20642,11235,93,718,109,610,10824,11495,1176,1056,1627,2963,2226,2366,3071,15977,1456,9063,4796,24286,4750,13579,804,0
32216,11297,10770,8142,6976,28941,9173,40,3697,121,489,9614,17399,2428,1621,2023,3366,3139,3291,6206,23224,1539,11650,5557,30190,7824,20755,560,45
32217,2463,2869,2861,3368,11649,997,30,348,0,231,3187,5794,1645,346,518,785,911,1157,2118,7368,442,3692,1793,9825,1990,6417,176,0
32218,12227,11765,11223,9506,27621,24399,93,1260,0,989,18130,20428,2162,1180,1910,2841,2854,3987,7043,25180,1795,16106,8161,39974,6389,23486,234,21
32219,5986,4598,5615,5869,5696,21232,7,383,0,667,9471,9897,673,1039,1260,1701,1552,1595,2371,10828,1398,9667,5359,19348,2785,9962,196,0
32220,3018,3117,4180,3715,12559,3507,138,263,29,370,7018,5239,504,372,487,988,716,1429,2286,8304,407,5155,2840,12438,1904,7582,40,48
32221,4552,3856,4422,4085,12435,5793,0,1617,0,381,7146,7241,568,285,559,851,1036,1827,2484,10294,568,5599,3164,15929,2017,9412,52,138
32222,2684,3677,3232,2869,9020,5248,33,711,0,271,3942,6495,732,295,363,817,800,1124,2052,7356,685,4131,2285,12052,1658,6843,104,0
32223,2657,2946,4219,4747,15223,587,0,655,0,140,3318,8046,1912,209,498,724,994,1046,3438,9079,339,4816,3334,12227,1566,8393,36,0
32224,7075,9305,8126,7411,31648,2655,136,3548,0,383,6840,17467,4126,416,682,1557,1452,2446,8287,19751,921,10142,6919,28521,3811,17671,97,69
32225,13368,11813,12390,12033,43261,9991,56,4523,43,963,13420,25604,4543,651,1315,3379,3196,4410,10124,31371,1722,14746,10242,45450,4727,29702,169,83
32226,1775,2448,2072,1666,7498,1629,29,262,0,79,2741,3962,625,176,154,283,607,486,1821,4596,274,2788,1620,7681,629,4514,0,0
32227,2071,537,192,61,2714,498,0,208,0,5,1322,1287,88,25,0,88,120,153,121,451,98,392,173,1443,92,1252,0,0
32233,4303,3937,3792,4448,15693,1613,13,736,0,249,4571,8769,2128,375,393,826,877,1370,3338,8669,333,4871,2978,11582,1811,9670,64,28
32234,1638,1781,2794,2671,9977,534,41,42,0,228,4601,3125,350,209,269,598,651,793,1109,4547,277,3918,1659,6916,1446,4048,0,0
32235,777,722,683,649,2356,712,0,0,0,38,972,1493,216,20,88,156,119,405,551,1895,117,715,461,2336,507,1727,7,0
32241,994,865,805,743,2403,1432,27,153,0,136,956,1844,233,65,153,303,379,300,480,2324,120,917,534,2972,698,2116,13,0
32244,9529,8577,7194,6319,20978,13464,174,1830,251,569,10969,15738,1635,1031,1364,1872,2392,3081,4590,18378,1631,9018,6642,26472,4777,17817,360,24
32246,8714,4684,4548,3346,18528,3840,47,1579,4,449,5692,11717,1120,516,771,1302,1458,1622,2729,12805,864,7091,3072,19076,3235,11209,298,0
32250,6696,7128,7392,8782,31875,922,127,665,0,276,5400,16913,5327,732,980,1378,1971,2335,8237,19367,714,9339,5472,26406,2683,16681,87,98
32254,3339,3212,3964,3193,11040,5976,36,57,40,408,7189,4747,325,671,689,1178,891,1328,1406,6792,980,5573,3160,12120,2175,6195,110,24
32255,934,802,917,1247,3461,597,0,422,15,60,1358,1909,185,167,260,134,289,328,637,2223,54,1599,874,2882,655,1953,48,0
32256,12344,11974,8581,8223,32911,7272,22,5984,12,249,7204,21742,5921,763,1031,2422,2862,4954,9411,28935,758,10512,6457,38705,4067,26608,47,35
32257,6501,7279,7678,8287,28572,4116,36,1349,0,429,7784,14981,2593,586,1073,2497,2245,2800,5484,18628,872,9868,5096,25163,5353,16792,170,52
32258,2774,3481,4384,5494,14997,1420,0,1836,0,166,2899,9130,2260,214,228,514,896,1105,4333,9029,349,6370,3576,14225,1607,8077,7,0
32259,14267,20828,20925,17706,82241,4886,92,4416,119,563,15054,41247,10082,702,802,2367,2476,5318,20913,46469,2189,23307,13717,76377,5276,41615,93,50
32277,10348,9269,8545,7628,25694,15737,16,1477,16,644,11122,18323,1908,1037,1523,2851,2776,3008,5561,22155,1543,11283,5858,33337,4981,19406,662,93
32301,11890,6138,4054,3523,12441,15986,133,730,0,601,5545,14447,2945,1343,1446,2451,2463,2477,2859,16778,1472,7123,3865,23593,3095,14180,538,104
32302,1395,898,434,983,3576,423,0,39,0,27,216,2387,860,154,344,344,391,423,650,2648,136,926,637,3183,277,2322,0,0
32303,23454,8712,8178,7919,30425,22121,158,1372,0,846,11178,29629,3722,2971,2750,3974,3515,3825,5440,30207,3046,14553,7615,42059,6064,27067,725,128
32304,21176,4245,2863,2752,19107,11461,63,1433,17,688,6807,19799,1311,2835,2181,3194,1786,1399,1629,17339,2321,11241,3531,25151,3722,13636,628,81
32305,3867,2215,1566,1939,3774,7931,6,125,0,194,3562,4731,337,637,484,766,802,650,692,4566,797,4014,1725,9376,1326,4283,63,0
32306,2255,122,26,38,1938,353,0,49,0,0,252,2073,25,361,185,144,58,42,34,1042,211,1188,136,2048,257,612,33,8
32308,4766,3948,3340,4144,13877,4040,0,977,0,83,2086,8910,3917,421,702,1264,1495,1666,3354,11065,463,4519,3216,14627,1434,9982,26,0
32309,2160,2922,3413,4945,14592,1306,9,444,0,81,1600,7520,3240,184,297,676,969,1007,3861,8048,418,4721,3143,12877,765,7174,51,9
32310,2682,1546,961,1062,1795,5530,0,131,0,176,2762,2420,277,436,581,676,484,314,400,3282,309,2527,1095,5666,848,2790,138,23
32311,2450,3240,2705,2199,8188,3062,51,857,6,193,2371,4990,1773,133,244,560,547,745,2504,6562,288,3470,2031,8992,973,6029,97,22
32312,7175,7301,9150,9900,34415,4042,31,2107,0,207,4853,17790,7864,411,661,1236,1558,2441,9758,20839,939,11205,6988,32543,1765,18970,114,6
32313,5109,1,3,1,3909,818,29,98,0,1,157,4769,13,0,0,0,0,0,0,935,590,3589,157,4914,43,410,27,0
32314,627,361,218,801,400,1884,0,0,13,30,904,872,186,122,269,5,228,113,220,1120,17,864,873,1246,242,1066,0,0
32317,4986,4537,6445,6341,19426,5597,67,1380,0,252,5305,11150,3855,224,378,658,1041,1614,5935,14054,676,7159,4542,21526,1160,12942,71,74
32320,734,754,914,1500,3513,857,0,53,52,260,1483,1612,344,156,190,330,227,351,648,2099,126,1604,1047,2455,1025,1765,2,0
32321,361,476,403,618,2217,6,0,6,0,52,860,722,84,62,50,179,193,81,276,961,40,837,459,1538,330,826,0,0
32326,1592,1610,2148,2087,7841,799,0,151,0,80,3451,3069,423,172,195,454,472,746,1400,4299,330,2643,1712,6468,535,4095,0,0
32327,4518,6523,6029,5617,20612,6159,38,48,0,720,9452,10121,1130,602,664,1602,1432,1726,3549,11143,719,10349,4017,17663,2487,10322,4,14
32328,515,590,457,970,2800,67,0,0,0,147,1207,965,86,100,156,223,266,120,338,1164,103,1233,747,1708,411,1033,19,0
32330,783,839,867,1331,3556,1381,0,0,9,149,1688,1194,134,236,205,398,470,274,407,1806,108,1821,810,3231,1061,1660,0,0
32331,2734,2333,2658,3027,6586,5747,3,194,0,537,5609,3372,553,609,834,727,620,678,735,3943,272,6434,2265,7141,1224,3477,30,11
32332,1159,894,900,1349,1432,3565,0,0,0,162,2128,1280,346,183,360,328,394,192,442,2173,194,1831,890,3451,741,2019,0,0
32333,700,775,1477,1641,2208,2994,15,0,0,289,2048,1789,307,342,280,539,342,373,610,2204,284,2063,1022,3658,660,1927,0,27
32336,884,823,815,1502,4410,530,20,0,0,131,1997,1603,61,131,216,536,329,351,402,1907,113,2004,1008,3396,531,1764,2,0
32343,787,1173,1034,659,1215,3124,6,106,0,101,1547,1399,280,71,152,208,329,383,581,2082,119,1378,625,3181,356,1984,0,0
32344,2154,2618,2994,4408,8824,4868,77,30,0,582,5291,4664,893,516,676,1127,633,1230,1589,5247,273,6528,3014,8025,752,4894,0,0
32346,708,940,1064,959,3163,691,24,0,11,201,2083,1043,167,122,227,215,155,176,297,895,107,2653,739,1573,420,781,0,0
32348,3197,3484,3418,4364,12087,4347,55,80,34,742,8602,4183,253,431,845,1396,790,996,933,4579,319,9431,3222,8619,1463,4340,0,0
32351,5821,5770,5131,6011,12190,14684,143,126,6,1057,12329,6664,734,1189,1144,1833,1261,1590,1516,7697,869,13699,4456,15107,4013,7166,26,0
32352,464,468,1299,1534,3032,1161,0,62,0,111,1735,1593,243,127,64,323,420,577,477,1888,73,1784,1000,2850,561,1716,18,0
32362,486,403,739,823,2297,697,18,7,13,42,1010,1095,187,71,145,214,185,139,386,1144,142,1093,653,2234,238,1080,19,0
32399,1363,1518,1273,2799,5442,1976,13,358,32,165,1449,3599,1260,242,321,549,440,763,1426,3699,231,2924,1864,5102,753,3483,0,0
32401,3476,3268,4299,4218,12119,5529,35,168,11,564,6486,6146,873,800,1084,1529,1355,1140,1522,7941,590,6512,3395,12820,2514,7006,238,74
32403,1146,756,205,83,2353,456,95,216,0,1,413,1260,244,17,1,88,169,229,306,630,74,583,292,2149,64,1387,8,5
32404,8184,7508,8033,8651,30043,6299,258,1068,0,839,12187,15258,2131,819,1311,2311,2359,2971,4575,17047,1377,12624,9959,23202,5604,16729,119,59
32405,6500,6168,6371,8069,25873,3715,233,690,14,621,9386,12648,2417,857,1417,1917,1805,2363,4484,14666,1029,10756,7259,20328,3995,13723,82,98
32406,825,694,1063,944,3391,1170,0,59,0,54,1411,1692,80,301,254,567,324,215,308,1816,262,1448,632,2810,1109,1614,61,0
32407,2420,2363,2903,3711,12142,608,40,167,25,273,4216,5514,719,266,488,834,773,1050,1917,6211,238,4422,2754,8837,1616,5729,53,57
32408,3955,3357,4464,3966,17094,361,159,613,5,193,4977,8066,1233,345,694,1127,1144,1249,3009,9702,510,4988,3486,11702,3365,8817,74,40
32409,816,1308,1045,788,4710,0,145,54,0,261,1620,1634,170,75,228,247,186,291,692,2231,131,1535,611,3608,752,2128,0,0
32410,189,257,315,683,1429,0,6,36,0,41,418,759,204,7,65,100,129,131,308,610,6,761,601,739,141,585,0,0
32413,2297,2917,2970,3957,11666,508,45,532,0,163,3846,6197,891,306,485,814,853,1469,2330,7362,236,4381,2715,9209,1815,6370,107,124
32421,496,355,488,494,2099,107,17,0,0,89,733,743,57,60,110,211,140,129,203,892,26,816,414,1511,322,817,0,0
32422,1116,1544,1060,1369,3440,1447,38,0,0,264,2453,1709,195,167,368,360,250,244,396,1842,96,3089,958,2592,509,1666,0,0
32423,1510,2174,2250,1746,5417,3012,93,23,0,331,3881,2638,305,71,401,646,266,617,452,2414,267,4925,1445,4125,819,2366,0,0
32424,1809,1675,1520,1890,5864,1623,85,117,0,427,3770,1871,189,156,330,428,430,253,536,2419,149,4070,1125,3854,1171,2164,0,0
32425,2496,2420,2172,3582,10764,1179,151,178,168,487,5749,3613,343,431,846,984,616,918,745,3915,430,6246,2462,6450,2161,3680,9,0
32428,2357,2771,2856,2336,9590,2219,91,94,6,449,5400,3479,289,376,420,877,515,589,838,3690,353,6077,2035,6484,1148,3473,14,16
32431,2070,2172,1719,1942,6123,2767,59,22,7,296,4134,2664,329,265,293,424,400,532,539,3033,232,4535,1567,4709,583,2706,6,0
32433,2589,2174,2926,2897,12252,825,65,12,0,390,4999,3944,373,597,715,1223,693,852,1179,5340,440,4486,2361,8995,2129,4848,0,0
32435,450,350,589,1025,2602,0,0,49,0,105,1121,889,108,186,166,140,206,173,325,1041,50,1288,751,1883,190,886,0,9
32438,1105,1457,2072,1494,6809,136,63,12,0,199,3011,2372,85,340,263,466,369,531,701,2889,129,3020,1270,4905,797,2561,0,0
32439,588,817,686,1151,3154,146,113,88,0,111,1537,1281,97,110,162,316,333,307,374,1861,110,1229,707,2498,808,1747,0,0
32440,767,686,995,903,3669,184,44,4,0,165,1674,1089,59,149,178,296,292,229,340,1574,131,1487,839,2344,758,1456,0,0
32443,730,842,888,1365,3815,508,68,0,38,86,1863,1391,162,128,349,374,345,407,438,1951,52,1733,1305,2603,533,1783,0,0
32444,2700,3032,2548,2970,12331,1100,23,189,0,145,3894,5579,807,437,550,796,895,957,1908,6388,385,4249,2811,9391,1773,5587,121,25
32446,2912,2601,3004,4085,9239,5474,77,61,0,505,5534,4964,901,908,1069,1156,969,1062,1266,6079,823,5581,2853,10183,1667,5815,0,0
32448,1582,2046,2305,3415,9834,1049,87,25,13,483,4961,3193,212,500,621,988,581,833,941,4264,303,4659,2788,6893,1644,3970,0,0
32455,1619,1327,2012,2472,8244,333,101,14,0,504,3966,2375,175,364,619,605,541,528,828,3318,613,3383,1855,5259,1671,3108,0,0
32456,1576,1352,1925,2738,6989,1684,26,50,0,261,2983,3235,744,127,279,846,512,574,1110,3774,184,3508,2070,5445,903,3340,2,3
32459,1706,2490,2712,2810,10775,51,0,35,92,46,2152,5901,933,47,237,528,694,806,2473,6151,155,3331,1989,8227,1547,5119,0,0
32460,1313,1577,1350,1203,4381,1527,18,24,0,265,3091,1674,69,117,248,355,247,251,434,1461,198,3703,910,2718,315,1430,0,0
32461,304,647,876,1105,3015,0,79,110,0,36,472,1834,443,83,138,89,154,227,897,1666,29,1217,498,2586,382,1222,32,0
32462,474,715,976,1092,3629,105,73,24,0,254,1480,1318,87,145,287,337,253,298,343,1535,156,1566,979,2324,606,1503,0,0
32465,1539,1643,1635,1516,5533,1327,33,36,27,424,3489,2008,105,142,409,305,384,245,426,1880,268,4112,1272,3285,652,1713,0,0
32466,1989,1966,2235,2697,10436,341,56,309,9,293,4050,3642,293,310,178,633,730,806,1183,4493,278,3860,2549,6591,1938,4162,7,0
32501,938,1136,1182,1671,3804,2176,3,52,0,94,1262,2467,693,156,276,433,415,380,839,2710,154,1939,1503,3979,573,2275,67,11
32502,840,748,1068,1229,3128,1116,0,21,0,145,703,2059,703,265,189,252,151,434,827,2206,165,1357,967,3086,424,1843,91,12
32503,7336,5060,5178,6236,16312,10603,171,514,25,573,7808,11738,1995,1086,1221,2072,1896,2060,2992,12429,1137,9774,4713,19885,3265,11402,56,29
